ID,SiO2(Wt%),TiO2(Wt%),Al2O3(Wt%),Cr2O3(Wt%),V2O3(Wt%),Fe2O3(Wt%),FeOT(Wt%),FeO(Wt%),CaO,MgO,MnO(Wt%),NiO,COO(Wt%),K2O(Wt%),Na2O(Wt%),P2O5(Wt%),MgNo,,
OL120594,39.7221,0.0151,0.0137,0,,,14.2648,,0.1181,45.623,0.1867,0.3177,,,,0.0154,85.07700491,,
OL120595,39.5859,0.0144,0.0132,0.0181,,,14.3289,,0.1275,45.6422,0.1927,0.3103,,,,0.0125,85.02535041,,
OL120596,39.7082,0.0007,0.017,0,,,14.3451,,0.1573,45.6247,0.1822,0.3228,,,,0,85.00607077,,
OL120597,39.5278,0.0119,0.0165,0.013,,,14.2224,,0.1497,45.5243,0.2007,0.3409,,,,0.0094,85.08729913,,
OL120598,39.7679,0,0.0201,0.0175,,,14.267,,0.1536,45.6142,0.1875,0.3447,,,,0,85.07259736,,
OL120599,39.9774,0.0113,0.0218,0.0244,,,14.2171,,0.1445,45.7136,0.1778,0.3104,,,,0,85.14459098,,
OL120600,39.6275,0.0188,0.0125,0,,,14.4354,,0.1512,45.5961,0.1984,0.2887,,,,0,84.91788494,,
OL120601,39.7171,0.0037,0.0151,0.0208,,,14.0945,,0.1924,45.2413,0.1997,0.3163,,,,0.0087,85.12276345,,
OL120602,39.7596,0.0033,0.0086,0.0115,,,14.2601,,0.1494,45.8791,0.1778,0.3199,,,,0.0027,85.15210098,,
OL120603,39.687,0.0089,0.0119,0.0175,,,14.3377,,0.1465,45.6659,0.1965,0.2874,,,,0,85.02414293,,
OL120604,39.7483,0.0113,0.012,0.009,,,14.1959,,0.1477,45.4906,0.1863,0.2693,,,,0.0081,85.10156153,,
OL120605,39.6816,0.0256,0.0101,0.0081,,,14.2298,,0.1306,45.6782,0.2039,0.3394,,,,0,85.12348612,,
OL120606,39.5979,0.0095,0.0094,0.0018,,,14.3159,,0.121,45.6471,0.1925,0.2974,,,,0.0045,85.0382693,,
OL120607,39.8701,0.008,0.0141,0,,,14.2529,,0.1536,45.6107,0.1828,0.3169,,,,0,85.08417589,,
OL120608,39.8096,0.0011,0.0179,0,,,14.2415,,0.12,45.7212,0.1965,0.3077,,,,0.0034,85.12499357,,
OL120609,39.5412,0.0015,0.0178,0.0078,,,14.2563,,0.1491,45.6584,0.1965,0.3307,,,,0.0087,85.09441135,,
OL120610,39.5982,0.008,0.0181,0.0247,,,14.1648,,0.1456,45.8769,0.1798,0.3295,,,,0.0007,85.23607641,,
OL120611,39.7472,0.0077,0.0134,0.003,,,14.0708,,0.1615,45.662,0.1996,0.2989,,,,0.0023,85.26076216,,
OL120612,39.7656,0.0228,0.0133,0.0099,,,14.3231,,0.1478,45.6975,0.2057,0.311,,,,0.0319,85.04591055,,
OL120613,39.9347,0,0.0117,0.009,,,14.2642,,0.225,45.8732,0.1932,0.3397,,,,0.0184,85.14683957,,
OL120614,39.8349,0,0.0283,0.0154,,,14.2261,,0.3116,45.9301,0.1853,0.3095,,,,0.0068,85.19627441,,
OL120615,39.8203,0.0121,0.0114,0.0114,,,14.3364,,0.1598,46.0804,0.1905,0.3263,,,,0.0008,85.13998072,,
OL120616,40.098,0.0077,0.0106,0.0151,,,14.183,,0.1771,46.0744,0.1879,0.3085,,,,0.0066,85.27393611,,
OL120617,39.751,0.0056,0.0133,0.0148,,,14.1527,,0.1819,45.7991,0.1935,0.3277,,,,0.0043,85.22546872,,
OL120618,39.634,0.0221,0.0296,0.0355,,,14.3539,,0.2856,45.8351,0.1858,0.2901,,,,0.0078,85.05682576,,
OL120619,39.9435,0.0183,0.0159,0.0018,,,14.3378,,0.1264,46.1356,0.198,0.3242,,,,0.0067,85.15388653,,
OL120620,39.5572,0.044,0.2205,0.0496,,,14.9766,,0.4626,44.5566,0.2025,0.2904,,,,0.0207,84.1350072,,
OL120621,39.8981,0.0221,0.0173,0,,,14.3265,,0.1631,45.9451,0.1798,0.3409,,,,0.0067,85.11149538,,
OL120622,39.9275,0.0049,0.0189,0.0045,,,14.2674,,0.1434,46.1528,0.1949,0.294,,,,0.0009,85.22070082,,
OL120623,38.4276,0.0218,0.0496,0.0033,,,14.2559,,0.1587,45.6728,0.1971,0.3328,,,,0.004,85.09876638,,
OL120624,40.2092,0.0213,0.1146,0.0245,,,14.1931,,0.1277,45.6374,0.1981,0.3114,,,,0.0071,85.14485968,,
OL120625,39.2205,0.0221,0.0548,0.0133,,,14.2011,,0.1393,44.8721,0.1925,0.3144,,,,0.0028,84.92247109,,
OL120626,39.844,0.0064,0.0411,0.0142,,,14.1508,,0.1446,45.4301,0.1823,0.3175,,,,0.0045,85.1250173,,
OL120627,38.0977,0.011,0.0607,0,,,16.835,,0.0673,45.292,0.2401,0.3629,,,,0.0098,82.74564518,,
OL120628,38.3528,0.0142,0.0687,0.0161,,,17.5914,,0.1156,42.3096,0.2181,0.2832,,,,0.0173,81.08649676,,
OL120629,38.7275,0.0077,0.0228,0.0263,,,17.4162,,0.1058,43.0566,0.2326,0.2731,,,,0.007,81.5048076,,
OL120630,38.5546,0.0202,0.0994,0.0212,,,17.3605,,0.1196,42.3304,0.2304,0.2922,,,,0.0106,81.29577254,,
OL120631,38.8652,0.0112,0.0179,0,,,17.6374,,0.0997,42.7956,0.2446,0.2825,,,,0.0123,81.22123631,,
OL120632,39.4159,0.0156,0.0055,0,,,15.3962,,0.0325,44.8484,0.2038,0.2557,,,,0.0025,83.85127568,,
OL120633,39.3353,0.0095,0.0011,0.0024,,,15.5851,,0.034,44.8319,0.2036,0.2845,,,,0.0045,83.6804427,,
OL120634,39.2318,0.0031,0.0018,0,,,15.5782,,0.0726,44.533,0.2108,0.2565,,,,0,83.5949575,,
OL120635,39.4953,0.0103,0.0112,0.0136,,,15.386,,0.0441,44.7398,0.2171,0.275,,,,0.0041,83.82740634,,
OL120636,39.6502,0.006,0.0137,0.022,,,15.5942,,0.0492,44.7957,0.2325,0.2945,,,,0,83.66143098,,
OL120637,39.4282,0.0098,0.0122,0,,,15.3833,,0.054,44.7941,0.2213,0.2596,,,,0,83.84622078,,
OL120638,39.7904,0.0084,0.0082,0.0063,,,15.6301,,0.0474,44.9191,0.2243,0.2596,,,,0.0118,83.66760094,,
OL120639,39.4981,0,0.0039,0.0078,,,15.7854,,0.0747,44.6212,0.2454,0.2614,,,,0.0031,83.44030974,,
OL120640,39.2157,0.0021,0.0102,0,,,15.2175,,0.0921,44.8544,0.1877,0.2594,,,,0.0092,84.01053399,,
OL120641,39.3775,0.0136,0.0081,0,,,15.4981,,0.09,44.9339,0.2201,0.2884,,,,0.0116,83.78763938,,
OL120642,39.5029,0.0122,0.0081,0.0066,,,15.5705,,0.0896,44.6419,0.2051,0.2623,,,,0,83.63519236,,
OL120643,39.3482,0.0047,0.0093,0.0024,,,15.6295,,0.0571,44.4751,0.229,0.2536,,,,0,83.53193256,,
OL120644,39.3909,0.0158,0.0019,0.0045,,,15.5029,,0.1507,44.7629,0.2179,0.2544,,,,0.0085,83.73156127,,
OL120645,39.4663,0.0123,0.015,0.0172,,,15.8069,,0.2779,44.3089,0.2208,0.2506,,,,0.0094,83.32413063,,
OL120646,39.4965,0.0109,0.0148,0,,,15.7916,,0.1076,44.5978,0.2192,0.275,,,,0.0029,83.42763188,,
OL120647,39.3303,0.0133,0.0096,0,,,15.9366,,0.0793,44.503,0.2047,0.2712,,,,0.0026,83.27125215,,
OL120648,39.3294,0.01,0.0092,0,,,15.7196,,0.0765,44.6079,0.2407,0.2739,,,,0,83.49383831,,
OL120649,39.2892,0.0013,0.0083,0,,,15.7665,,0.0903,44.4116,0.2237,0.2989,,,,0.0069,83.39174854,,
OL120650,39.4592,0.0266,0.0171,0.003,,,15.574,,0.051,45.0286,0.2149,0.2694,,,,0.0108,83.74983916,,
OL120651,39.5446,0.01,0.0082,0.0051,,,15.6786,,0.0463,44.786,0.237,0.2544,,,,0.0015,83.58454442,,
OL120652,39.6038,0.0035,0.0163,0.0036,,,15.9034,,0.0599,44.6168,0.2267,0.2531,,,,0.0159,83.33577891,,
OL120653,39.5987,0,0.0027,0,,,15.6565,,0.0731,44.5412,0.2263,0.2585,,,,0.0035,83.52861858,,
OL120654,39.6226,0.0086,0.0056,0.0036,,,15.2537,,0.0274,44.9528,0.2168,0.2546,,,,0.0113,84.00805342,,
OL120655,39.3426,0.0164,0.0088,0.0108,,,15.5577,,0.054,44.7323,0.2408,0.2588,,,,0.0153,83.67409881,,
OL120656,39.2344,0.0037,0.0095,0.0126,,,15.7521,,0.0583,44.3167,0.25,0.2476,,,,0.0193,83.37477034,,
OL120657,39.3312,0.0041,0.0069,0.006,,,15.7113,,0.0668,44.6759,0.2084,0.2339,,,,0.0089,83.52209019,,
OL120658,39.5984,0.0146,0.007,0.0099,,,15.7331,,0.0721,44.6557,0.2283,0.2493,,,,0.0083,83.49676744,,
OL120659,39.4096,0.0024,0.0096,0.01,,,15.1786,,0.0618,44.8937,0.2205,0.2795,,,,0.0061,84.05662625,,
OL120660,39.3424,0,0.0149,0.0244,,,15.2306,,0.0405,45.0216,0.1958,0.2993,,,,0.0093,84.0489173,,
OL120661,39.5318,0.0213,0.0528,0.0154,,,18.7032,,0.0961,42.0678,0.2188,0.207,,,,0.0129,80.03725501,,
OL120662,39.2639,0.0194,0.0236,0.0123,,,17.3216,,0.0885,43.3895,0.2234,0.189,,,,0.0056,81.70219344,,
OL120663,39.5656,0.0212,0.0187,0.0185,,,17.3222,,0.1052,43.2116,0.2502,0.2008,,,,0.008,81.64017337,,
OL120664,39.3888,0.0066,0.0186,0.0419,,,16.9052,,0.3686,43.6471,0.2274,0.1896,,,,0,82.15012753,,
OL120665,39.3593,0.0159,0.0147,0.0033,,,17.227,,0.1174,43.6445,0.2344,0.2231,,,,0.0151,81.87105696,,
OL120666,39.0023,0.011,0.1984,0.0367,,,17.1796,,0.0876,43.536,0.225,0.2104,,,,0.0213,81.87500761,,
OL120667,39.4167,0.0189,0.0158,0.0315,,,16.4056,,0.2873,43.8482,0.2125,0.2289,,,,0.0157,82.65179338,,
OL120668,39.4227,0.0168,0.0217,0.0126,,,17.189,,0.0925,43.6817,0.2277,0.2127,,,,0,81.91643405,,
OL120669,39.3376,0.0008,0.0297,0,,,17.1786,,0.0877,43.643,0.2355,0.2408,,,,0.018,81.91226924,,
OL120670,39.403,0.0093,0.0195,0.0251,,,17.3665,,0.0848,43.5963,0.2314,0.2324,,,,0.0062,81.73455261,,
OL120671,39.1128,0.0088,0.0196,0,,,17.2618,,0.1041,43.7671,0.232,0.2211,,,,0.0119,81.88273607,,
OL120672,39.4826,0.0044,0.0237,0.0045,,,17.0958,,0.1055,43.6931,0.2226,0.2309,,,,0.0135,82.00068402,,
OL120673,39.2593,0.0051,0.0216,0.0239,,,17.3416,,0.0872,43.7525,0.2523,0.2288,,,,0.0111,81.80924818,,
OL120674,39.191,0.0117,0.0129,0,,,17.2475,,0.0886,43.5549,0.2352,0.2245,,,,0.0045,81.82285342,,
OL120675,39.5452,0.0109,0.0273,0.0249,,,17.077,,0.1424,43.2128,0.2339,0.1999,,,,0.0235,81.85331161,,
OL120676,39.5604,0.0133,0.0186,0.009,,,17.0813,,0.1156,43.4244,0.2238,0.2134,,,,0,81.92202679,,
OL120677,39.4303,0.018,0.0298,0.0096,,,17.734,,0.134,42.9798,0.2189,0.1878,,,,0.0172,81.20342868,,
OL120678,39.1718,0.0314,0.0247,0.0132,,,17.6382,,0.0888,43.3601,0.2463,0.206,,,,0.0046,81.41960526,,
OL120679,39.314,0.0112,0.0241,0.0251,,,17.574,,0.1436,43.3292,0.2337,0.1983,,,,0.012,81.46394376,,
OL120680,39.6865,0.0085,0.0132,0.033,,,17.2842,,0.1438,43.3071,0.2191,0.2124,,,,0.017,81.7060891,,
OL120681,39.5209,0.0077,0.0125,0.0318,,,17.2318,,0.2072,43.5894,0.2386,0.1933,,,,0.0198,81.84816081,,
OL120682,39.1509,0.016,0.025,0.0421,,,16.948,,0.3391,44.137,0.2153,0.23,,,,0.0439,82.27636838,,
OL120683,39.4678,0.0187,0.0222,0.0252,,,17.337,,0.2634,43.0717,0.2301,0.1995,,,,0.0492,81.57868626,,
OL120684,39.5347,0.0107,0.0136,0.0135,,,17.5539,,0.2113,42.9997,0.2395,0.1964,,,,0.0059,81.36575472,,
OL120685,40.2651,0.0099,0.0172,0.0222,,,17.0347,,0.3203,42.9224,0.2261,0.1867,,,,0.0093,81.78990704,,
OL120686,39.3237,0.0432,0.0723,0.0474,,,15.6534,,0.4779,43.7797,0.2378,0.2216,,,,0.0377,83.29274719,,
OL120687,39.959,0.0409,0.0199,0.0301,,,16.7673,,0.3306,42.0243,0.2373,0.1982,,,,0.053,81.71047805,,
OL120688,40.0303,0.0092,0.0225,0.0376,,,16.7608,,0.3128,42.4201,0.2034,0.2155,,,,0.0881,81.85591474,,
OL120689,40.6546,0.019,0.0798,0.0331,,,16.7188,,0.3845,42.219,0.2387,0.1911,,,,0.0308,81.8225785,,
OL120690,39.3797,0.0176,0.0314,0.0012,,,17.4299,,0.193,42.956,0.2498,0.2021,,,,0.0223,81.45764582,,
OL120691,39.497,0.0031,0.0436,0.018,,,17.3842,,0.1023,43.5631,0.2205,0.1871,,,,0.015,81.70795608,,
OL120692,39.1288,0.0127,0.0266,0.0358,,,16.9043,,0.331,43.4168,0.2111,0.2104,,,,0.0197,82.07320237,,
OL120693,39.2618,0.0081,0.0098,0.0027,,,17.8759,,0.1111,42.9708,0.2409,0.1844,,,,0.0073,81.07826768,,
OL120694,39.5337,0.0189,0.056,0.0306,,,17.1475,,0.2009,43.2351,0.2057,0.2062,,,,0.002,81.79971837,,
OL120695,39.3535,0.0076,0.0249,0.0027,,,17.4039,,0.1074,43.3244,0.2356,0.2021,,,,0.0126,81.60869967,,
OL120696,39.3799,0.02,0.0154,0.0209,,,17.7062,,0.0943,42.7842,0.2242,0.1894,,,,0.0014,81.15770978,,
OL120697,39.2674,0.0229,0.0318,0.0556,,,16.5875,,0.2817,42.6868,0.2294,0.1835,,,,0.0151,82.10204989,,
OL120698,39.8022,0.014,0.0321,0.0301,,,16.4832,,0.2491,42.8092,0.2163,0.1858,,,,0.0188,82.23641758,,
OL120699,39.702,0.0093,0.0294,0.0324,,,17.087,,0.1456,43.0077,0.2272,0.1871,,,,0.0063,81.77381352,,
OL120700,39.8018,0.0025,0.019,0.0386,,,17.8589,,0.1796,42.7938,0.2357,0.2057,,,,0.0061,81.02949326,,
OL120701,40.5843,0.008,0.0285,0.0504,,,16.9677,,0.3732,40.7993,0.2218,0.194,,,,0.0134,81.08265507,,
OL120702,39.364,0.0076,0.0059,0.0435,,,17.0962,,0.1646,43.7382,0.2278,0.1916,,,,0.014,82.01556085,,
OL120703,40.4185,0.3771,1.1838,0.1548,,,17.5222,,1.3929,39.1242,0.1989,0.1916,,,,0.0182,79.92011508,,
OL120704,39.9439,0.0147,0.0244,0.1011,,,17.0388,,0.2943,41.418,0.2148,0.1771,,,,0.0275,81.24880958,,
OL120705,39.0909,0.0012,0.0198,0.0531,,,16.9879,,0.2743,43.1275,0.2452,0.2032,,,,0.0191,81.90161462,,
OL120706,39.5126,0.0037,0.0173,0.0066,,,17.4735,,0.0884,43.5493,0.2346,0.2231,,,,0,81.62650127,,
OL120707,39.3248,0.0067,0.0253,0.0625,,,17.7716,,0.1197,43.0345,0.2509,0.2049,,,,0.0047,81.19051093,,
OL120708,39.0854,0.0028,0.0234,0,,,17.2384,,0.0953,43.3928,0.2207,0.2254,,,,0.017,81.77519728,,
OL120709,39.3133,0.0139,0.0174,0.0189,,,17.3865,,0.0974,43.4891,0.2347,0.2095,,,,0.0045,81.68055264,,
OL120710,39.2154,0.0101,0.0256,0.0075,,,17.4329,,0.0823,43.6068,0.2249,0.239,,,,0.0127,81.68111506,,
OL120711,39.5123,0.0231,0.0143,0.0615,,,17.0653,,0.0881,43.5764,0.2453,0.211,,,,0.0045,81.98756173,,
OL120712,38.9865,0.0294,0.0101,0.0855,,,16.0818,,0.0809,44.2259,0.2477,0.21,,,,0.0076,83.05681003,,
OL120713,39.3818,0.0129,0.0154,0.0476,,,17.586,,0.3455,42.6855,0.2393,0.1785,,,,0.0176,81.22645979,,
OL120714,39.3496,0.0113,0.0213,0.0126,,,16.7271,,0.117,43.8304,0.2099,0.2388,,,,0.007,82.36585571,,
OL120715,39.2316,0.0156,0.0187,0,,,16.8208,,0.0859,43.8458,0.2266,0.2645,,,,0.0049,82.28969444,,
OL120716,39.2509,0.0048,0.0288,0.0123,,,16.8497,,0.0991,44.0618,0.2149,0.259,,,,0.0108,82.33624772,,
OL120717,39.4636,0.016,0.0312,0.0279,,,16.5961,,0.1655,43.9797,0.2322,0.2558,,,,0.0051,82.52884875,,
OL120718,39.3319,0.0115,0.0258,0,,,16.3967,,0.1884,44.1349,0.2487,0.2481,,,,0.0229,82.75278824,,
OL120719,39.3774,0.0098,0.0354,0.0166,,,18.8237,,0.0949,41.6319,0.2075,0.2316,,,,0.0089,79.76686271,,
OL120720,39.2606,0.021,0.0083,0.0021,,,16.969,,0.096,43.9699,0.2102,0.2458,,,,0.0068,82.2028789,,
OL120721,39.6084,0.0003,0.0091,0.0006,,,14.9629,,0.0512,45.4177,0.2105,0.3148,,,,0.0016,84.40089613,,
OL120722,39.7844,0.0157,0.0209,0.0175,,,15.0843,,0.0806,45.5305,0.2051,0.2345,,,,0,84.32702391,,
OL120723,39.7913,0.0041,0.0117,0.0151,,,14.972,,0.0454,45.3741,0.2068,0.2973,,,,0,84.38023543,,
OL120724,40.5059,0.0159,0.0531,0.0435,,,15.1879,,0.0926,43.0373,0.2308,0.294,,,,0.0226,83.47405895,,
OL120725,39.473,0,0.0553,0.0127,,,14.5075,,0.1208,45.553,0.2116,0.2813,,,,0.0054,84.84180614,,
OL120726,39.7727,0.0208,0.0425,0.0117,,,15.5499,,0.1462,44.8498,0.175,0.2606,,,,0.0115,83.71674011,,
OL120727,39.9434,0.0072,0.0087,0.009,,,15.1399,,0.1383,45.2812,0.218,0.2895,,,,0.0043,84.20545064,,
OL120728,39.7059,0.0091,0.0133,0,,,15.2323,,0.1465,45.464,0.216,0.2814,,,,0,84.17809137,,
OL120729,39.5264,0.0142,0.0186,0.0199,,,15.3295,,0.1598,45.1832,0.1916,0.2814,,,,0.0202,84.01013977,,
OL120730,39.7523,0.0302,0.0155,0.0042,,,15.1491,,0.155,45.4045,0.2116,0.2928,,,,0.0095,84.23351705,,
OL120731,39.6616,0.0207,0.0134,0.0145,,,15.0127,,0.1552,45.5129,0.2069,0.262,,,,0.0078,84.38471117,,
OL120732,39.565,0.0049,0.015,0.0199,,,15.5037,,0.1484,45.1292,0.1985,0.2627,,,,0.028,83.84157255,,
OL120733,39.862,0.0074,0.0071,0.0021,,,14.7541,,0.1646,45.8085,0.2291,0.2502,,,,0.0136,84.6964014,,
OL120734,40.0794,0.0098,0.013,0,,,15.2521,,0.1657,44.8962,0.2141,0.2717,,,,0.0036,83.99253053,,
OL120735,39.5734,0.0111,0.0163,0.0157,,,15.3869,,0.141,45.0276,0.2233,0.2492,,,,0.0086,83.91335825,,
OL120736,39.6748,0.0194,0.0133,0.0039,,,15.6995,,0.1472,45.0195,0.2135,0.2738,,,,0.0069,83.63754748,,
OL120737,39.7439,0.0205,0.0115,0.0094,,,15.0447,,0.1582,45.6283,0.1905,0.2873,,,,0.0052,84.39002173,,
OL120738,39.5008,0.0071,0.0046,0.0229,,,14.9466,,0.0614,45.0559,0.1943,0.2814,,,,0.0001,84.3097306,,
OL120739,39.3982,0.0098,0.0095,0.0133,,,14.9658,,0.0812,44.917,0.1884,0.292,,,,0.015,84.25181779,,
OL120740,39.474,0.0156,0.0111,0.0108,,,15.1417,,0.0729,44.952,0.1983,0.2659,,,,0.0032,84.10657422,,
OL120741,39.7144,0.0122,0.0054,0.0112,,,15.1296,,0.0659,44.9563,0.1836,0.296,,,,0.023,84.11853561,,
OL120742,39.6097,0.0178,0.0174,0.0124,,,15.0331,,0.0735,44.8608,0.1973,0.2974,,,,0.0108,84.17552464,,
OL120743,39.5499,0.0111,0.018,0.0193,,,14.8308,,0.183,45.0417,0.2186,0.3121,,,,0.0009,84.40819562,,
OL120744,39.5386,0.0072,0.0061,0.0229,,,14.9219,,0.1551,45.2542,0.1994,0.3178,,,,0.0123,84.38953672,,
OL120745,39.6824,0.0147,0.0221,0.0087,,,14.9107,,0.1547,45.0458,0.1937,0.276,,,,0.0063,84.33855468,,
OL120746,39.3234,0.0075,0.0188,0,,,15.601,,0.0755,44.6046,0.1934,0.2823,,,,0.02,83.59693207,,
OL120747,39.3643,0.0019,0.0074,0.012,,,15.4923,,0.0735,44.4697,0.2341,0.2577,,,,0.0027,83.6512016,,
OL120748,39.3941,0.0226,0.0153,0.0111,,,15.4133,,0.0708,44.6152,0.2221,0.2786,,,,0.0182,83.76546834,,
OL120749,39.638,0.0047,0.0117,0.0036,,,15.0648,,0.1562,44.9052,0.1969,0.2598,,,,0.0069,84.1606372,,
OL120750,39.5711,0.0041,0.0046,0.0154,,,15.097,,0.16,44.9593,0.2218,0.2755,,,,0.0067,84.14822099,,
OL120751,39.4694,0.0036,0.0147,0.0416,,,14.9852,,0.1563,44.9175,0.2044,0.285,,,,0.0147,84.2347698,,
OL120752,39.6833,0.0168,0.0191,0,,,13.2045,,0.0561,46.0692,0.21,0.3349,,,,0.0058,86.14783616,,
OL120753,39.9848,0.0004,0.0085,0.0088,,,13.4484,,0.0664,46.3961,0.1905,0.3281,,,,0.0192,86.01325987,,
OL120754,39.8244,0.0152,0.0101,0,,,13.6163,,0.0838,46.1826,0.1844,0.3414,,,,0.0137,85.80724666,,
OL120761,39.845,0.0138,0.0124,0.0134,,,13.3409,,0.1438,46.4615,0.1894,0.3103,,,,0.014,86.12637293,,
OL120762,39.8072,0.0193,0.016,0.0073,,,13.4941,,0.1403,46.3017,0.1806,0.2761,,,,0.0028,85.94781708,,
OL120763,39.8821,0.0169,0.0177,0.0109,,,13.5357,,0.1377,46.2444,0.1954,0.303,,,,0.0073,85.89560477,,
OL120764,39.7869,0.016,0.0141,0,,,13.6702,,0.1459,46.3985,0.1956,0.2815,,,,0.0154,85.81593192,,
OL120765,39.958,0.0159,0.0079,0.0045,,,13.5759,,0.1339,46.3248,0.1928,0.2944,,,,0.0048,85.88071555,,
OL120766,39.8051,0.0223,0.0227,0.007,,,13.3768,,0.1249,46.3155,0.1857,0.2913,,,,0.0133,86.05650798,,
OL120767,39.7941,0.0138,0.0178,0.0097,,,13.4547,,0.1094,46.5119,0.1872,0.2685,,,,0,86.03759707,,
OL120768,39.9448,0.0067,0.0019,0.0249,,,13.4618,,0.1402,46.2656,0.1747,0.2425,,,,0,85.96732951,,
OL120769,39.973,0.016,0.0186,0.0167,,,13.5225,,0.1436,46.1686,0.2044,0.2696,,,,0.0137,85.88754891,,
OL120770,39.721,0.0227,0.0121,0.0164,,,13.5491,,0.1515,46.2068,0.1814,0.2685,,,,0.0086,85.87374855,,
OL120771,40.033,0.0091,0.0245,0,,,13.5641,,0.1179,46.2265,0.1989,0.3055,,,,0.0039,85.86549498,,
OL120772,39.929,0.0134,0.0182,0.0033,,,13.3949,,0.1392,46.4051,0.181,0.29,,,,0.0059,86.06347228,,
OL120773,39.7879,0.0047,0.0162,0.0046,,,13.5649,,0.1937,46.386,0.1967,0.2821,,,,0.0163,85.90653361,,
OL120774,40.0928,0.0027,0.0198,0.0161,,,13.5746,,0.131,46.314,0.208,0.2764,,,,0,85.87904938,,
OL120775,39.9422,0.0127,0.0145,0.037,,,13.593,,0.1092,46.1417,0.1952,0.2506,,,,0.0046,85.81731088,,
OL120776,39.7842,0.0055,0.0106,0,,,13.5685,,0.1196,46.4764,0.1884,0.2789,,,,0.0183,85.92688094,,
OL120777,39.9783,0.018,0.0139,0.0188,,,13.5547,,0.1207,46.3308,0.1862,0.3096,,,,0.0157,85.90122377,,
OL120778,39.8708,0.0099,0.0147,0.0112,,,13.5425,,0.1441,46.4078,0.1867,0.2637,,,,0.004,85.93221212,,
OL120779,39.8223,0.0162,0.019,0.0094,,,13.3538,,0.135,46.298,0.1767,0.2624,,,,0.0002,86.07261474,,
OL120780,39.7613,0.0066,0.0196,0.0134,,,13.4611,,0.1263,46.1836,0.181,0.2741,,,,0,85.94654391,,
OL120781,39.8015,0.0219,0.0241,0.0067,,,13.5365,,0.1972,46.1334,0.1914,0.2933,,,,0.0084,85.86574777,,
OL120782,39.8445,0.0055,0.0153,0.0094,,,13.4023,,0.1456,46.3274,0.1727,0.2961,,,,0.0018,86.03672657,,
OL120783,39.7709,0.0185,0.0079,0.0073,,,13.4767,,0.1416,46.2788,0.1619,0.2775,,,,0.0146,85.95742298,,
OL120784,39.8448,0.0013,0.0185,0.0121,,,13.5136,,0.1478,46.4014,0.1802,0.2941,,,,0.0053,85.95635278,,
OL120785,39.9166,0.0165,0.0189,0.0143,,,13.5341,,0.1427,46.1042,0.1862,0.3142,,,,0.0075,85.86021465,,
OL120786,39.7775,0.008,0.0328,0.0169,,,14.8478,,0.0923,45.7792,0.1989,0.3289,,,,0.0109,84.60583365,,
OL120787,39.6951,0.002,0.0536,0.0495,,,14.9803,,0.1086,45.4253,0.1824,0.2934,,,,0.0031,84.38779328,,
OL120788,39.9369,0.0159,0.0451,0.003,,,15.0833,,0.1144,44.6269,0.1783,0.2966,,,,0.0076,84.06115157,,
OL120789,39.4951,0.0099,0.0291,0.0178,,,14.8278,,0.0951,45.7984,0.2004,0.3185,,,,0.0028,84.62883657,,
OL120790,39.4362,0.0044,0.0398,0.0175,,,14.9416,,0.1003,45.4866,0.2059,0.3087,,,,0,84.43956985,,
OL120791,39.8397,0.0169,0.0746,0,,,14.8188,,0.1138,45.0458,0.1915,0.2905,,,,0,84.42004291,,
OL120792,39.6091,0.0229,0.0147,0.0108,,,14.1744,,0.1073,45.8908,0.201,0.3222,,,,0.0076,85.23136215,,
OL120793,39.896,0.0224,0.0043,0.0109,,,14.0401,,0.1035,45.9752,0.1996,0.3307,,,,0.0209,85.373753,,
OL120794,39.8086,0.0061,0.0121,0,,,13.868,,0.1118,45.9539,0.2051,0.3426,,,,0.004,85.52135307,,
OL120795,39.6818,0.0232,0.0157,0.0196,,,14.0027,,0.1069,46.0336,0.1869,0.3582,,,,0.0142,85.42284326,,
OL120796,39.7124,0.0076,0.026,0.012,,,14.3447,,0.1136,45.8105,0.1786,0.3498,,,,0.0124,85.05815133,,
OL120797,39.6407,0.0079,0.0052,0.0205,,,14.1765,,0.0997,45.7687,0.1806,0.3331,,,,0.0285,85.19592653,,
OL120798,39.8334,0.008,0.0211,0.0241,,,14.0632,,0.0978,45.7934,0.1861,0.3318,,,,0.018,85.3036111,,
OL120799,39.6338,0.0101,0.0282,0,,,13.6819,,0.1051,46.2312,0.1964,0.3478,,,,0.0076,85.76146259,,
OL120800,39.7992,0.0081,0.0247,0.0196,,,13.763,,0.1001,46.0294,0.1693,0.3427,,,,0,85.63541287,,
OL120801,39.8583,0.017,0.023,0.0184,,,13.7376,,0.1011,46.1229,0.1768,0.3422,,,,0,85.68303232,,
OL120802,39.5872,0.0156,0.0254,0.0081,,,14.7928,,0.0964,45.3108,0.1956,0.3372,,,,0,84.5200258,,
OL120803,39.6352,0.0158,0.0265,0.0201,,,14.7464,,0.1104,45.3502,0.1802,0.3133,,,,0.0119,84.5724287,,
OL120804,39.9075,0.0215,0.0276,0.0027,,,13.8751,,0.1033,46.1942,0.2047,0.3422,,,,0.0084,85.57949848,,
OL120805,40.0469,0.017,0.0229,0.0054,,,13.7109,,0.1118,46.1877,0.1798,0.3174,,,,0.0165,85.72407125,,
